open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
1761998700000000,3878.16000000,3881.00000000,3877.29000000,3877.86000000,450.74180000,1761998999999999,1748699.79456000,4385,213.88060000,829727.40154500,0
1761999000000000,3877.87000000,3879.92000000,3877.00000000,3877.20000000,288.08450000,1761999299999999,1117178.95618500,5342,84.96650000,329501.33481900,0
1761999300000000,3877.20000000,3880.13000000,3876.47000000,3879.41000000,509.05250000,1761999599999999,1974434.73980200,5267,250.07880000,969989.23285500,0
1761999600000000,3879.42000000,3879.42000000,3875.82000000,3878.14000000,449.14440000,1761999899999999,1741456.54282200,5088,121.71800000,471923.60117200,0
1761999900000000,3878.14000000,3878.96000000,3877.86000000,3878.12000000,324.86150000,1762000199999999,1260013.20980100,1944,58.71600000,227724.34028300,0
1762000200000000,3878.12000000,3880.24000000,3878.11000000,3879.77000000,1183.40860000,1762000499999999,4590935.12313600,5704,605.51850000,2348946.60135700,0
1762000500000000,3879.77000000,3880.23000000,3878.45000000,3880.00000000,266.56630000,1762000799999999,1034163.37865400,3774,153.13130000,594095.14054500,0
1762000800000000,3879.99000000,3880.83000000,3879.50000000,3879.50000000,266.53030000,1762001099999999,1034203.07852900,2337,116.05800000,450334.26471000,0
1762001100000000,3879.51000000,3879.51000000,3876.30000000,3877.64000000,404.21680000,1762001399999999,1567419.89206100,4467,184.84870000,716719.79464900,0
1762001400000000,3877.64000000,3877.79000000,3876.39000000,3877.64000000,282.97890000,1762001699999999,1097202.91166600,3164,94.21340000,365263.19685100,0
1762001700000000,3877.64000000,3877.98000000,3875.26000000,3876.22000000,559.19370000,1762001999999999,2167931.63139500,3212,107.49220000,416700.08323200,0
1762002000000000,3876.23000000,3878.81000000,3874.26000000,3877.80000000,470.77880000,1762002299999999,1825276.05125400,6649,220.92950000,856544.37515600,0
1762002300000000,3877.79000000,3878.00000000,3876.01000000,3877.18000000,459.09960000,1762002599999999,1780049.29461200,3459,133.87890000,519050.43617000,0
1762002600000000,3877.18000000,3878.90000000,3877.18000000,3877.18000000,355.41140000,1762002899999999,1378384.23050300,3482,148.63140000,576403.84433600,0
1762002900000000,3877.18000000,3879.20000000,3876.68000000,3877.92000000,431.17950000,1762003199999999,1672024.31109700,4604,270.07650000,1047304.81778500,0
1762003200000000,3877.91000000,3877.92000000,3874.65000000,3874.66000000,418.75550000,1762003499999999,1622898.50095300,5726,105.72710000,409713.76271800,0
1762003500000000,3874.65000000,3875.08000000,3873.33000000,3874.93000000,364.67350000,1762003799999999,1412808.30187500,3927,198.87510000,770519.52873900,0
1762003800000000,3874.93000000,3877.00000000,3874.24000000,3874.36000000,325.31570000,1762004099999999,1260764.41431400,6103,118.42390000,458974.99027800,0
1762004100000000,3874.36000000,3874.69000000,3872.01000000,3872.55000000,467.65210000,1762004399999999,1811536.91913900,3037,108.31630000,419575.15266700,0
1762004400000000,3872.56000000,3873.14000000,3858.11000000,3862.95000000,1920.66570000,1762004699999999,7420324.49395200,21742,633.54740000,2446296.24687200,0
1762004700000000,3862.95000000,3866.90000000,3861.18000000,3866.18000000,1026.64050000,1762004999999999,3966680.19684600,12414,620.11900000,2396084.75975800,0
1762005000000000,3866.17000000,3870.12000000,3866.02000000,3868.80000000,558.57630000,1762005299999999,2160823.57295900,8465,391.93750000,1516177.25247300,0
1762005300000000,3868.81000000,3870.50000000,3868.80000000,3870.30000000,270.76240000,1762005599999999,1047744.44083900,3545,153.63800000,594506.04114800,0
1762005600000000,3870.29000000,3873.69000000,3869.61000000,3871.41000000,476.23000000,1762005899999999,1843986.03087900,9489,247.36050000,957799.05089400,0
1762005900000000,3871.41000000,3872.80000000,3864.38000000,3865.04000000,562.03060000,1762006199999999,2174700.66347300,8049,184.95760000,715499.48030800,0
1762006200000000,3865.03000000,3866.06000000,3859.46000000,3859.72000000,1676.42050000,1762006499999999,6473621.57134700,15734,790.39180000,3051816.18315500,0
1762006500000000,3859.73000000,3865.46000000,3858.44000000,3864.05000000,935.06530000,1762006799999999,3610793.55254500,13194,460.79920000,1779491.85947200,0
1762006800000000,3864.05000000,3867.38000000,3860.48000000,3863.65000000,950.23970000,1762007099999999,3672046.43479500,13646,547.44810000,2115527.86060700,0
1762007100000000,3863.64000000,3865.49000000,3861.78000000,3865.45000000,338.52810000,1762007399999999,1307953.95055400,6675,209.20710000,808235.96675900,0
1762007400000000,3865.45000000,3868.07000000,3862.00000000,3868.06000000,548.23160000,1762007699999999,2119431.92440900,8079,299.36230000,1157476.69790600,0
1762007700000000,3868.07000000,3870.50000000,3868.00000000,3869.94000000,393.87210000,1762007999999999,1524062.27196800,5450,248.53730000,961684.97149200,0
1762008000000000,3869.94000000,3875.00000000,3867.18000000,3873.33000000,778.02140000,1762008299999999,3012365.74799200,9771,388.76080000,1505272.69424300,0
1762008300000000,3873.33000000,3875.29000000,3871.82000000,3873.27000000,575.42360000,1762008599999999,2229158.37535900,9250,204.06650000,790532.98280400,0
1762008600000000,3873.26000000,3873.26000000,3868.43000000,3870.92000000,446.86210000,1762008899999999,1729424.03559600,7659,200.01730000,774005.58211800,0
1762008900000000,3870.92000000,3873.46000000,3870.87000000,3873.42000000,399.33370000,1762009199999999,1546033.27322900,5522,235.90090000,913288.37915500,0
1762009200000000,3873.41000000,3877.35000000,3871.40000000,3877.08000000,733.01710000,1762009499999999,2839762.62409300,9206,503.31920000,1950109.26076900,0
1762009500000000,3877.08000000,3902.00000000,3877.07000000,3897.16000000,6515.50920000,1762009799999999,25357322.22122600,48252,3995.57040000,15550881.50454500,0
1762009800000000,3897.17000000,3898.56000000,3890.48000000,3893.12000000,1474.63250000,1762010099999999,5741465.88059200,18053,715.98700000,2787584.17837400,0
1762010100000000,3893.12000000,3895.74000000,3889.09000000,3889.85000000,1196.46260000,1762010399999999,4657080.45912900,14469,464.13880000,1806443.05791200,0
